"DATA_YEAR","VICTIM_ID","INCIDENT_ID","VICTIM_SEQ_NUM","VICTIM_TYPE_ID","ASSIGNMENT_TYPE_ID","ACTIVITY_TYPE_ID","OUTSIDE_AGENCY_ID","AGE_ID","AGE_NUM","SEX_CODE","RACE_ID","ETHNICITY_ID","RESIDENT_STATUS_CODE","AGE_RANGE_LOW_NUM","AGE_RANGE_HIGH_NUM"
2019,123908051,112403198,1,4,,,,5,32,"M",1,1,"",32,0
2019,123904682,112403205,1,4,,,,5,82,"M",1,2,"R",82,0
2019,123904683,112403206,1,1,,,,,,"",,,"",,
2019,123908070,112403215,1,5,7,1,,4,,"M",0,3,"",,
2019,123904697,112403217,1,8,,,,,,"",,,"",,
2019,123904709,112403232,1,1,,,,,,"",,,"",,
2019,123908112,112400830,1,4,,,,5,43,"M",1,2,"R",43,0
2019,123908117,112400836,1,8,,,,,,"",,,"",,
2019,123904742,112403271,1,8,,,,,,"",,,"",,
2019,124026380,112516375,1,4,,,,5,28,"M",1,2,"R",28,0
2019,124033411,112513832,1,1,,,,,,"",,,"",,
2019,124026381,112516376,1,1,,,,,,"",,,"",,
2019,124026382,112516377,2,1,,,,,,"",,,"",,
2019,124026383,112516377,1,8,,,,,,"",,,"",,
2019,124026384,112516378,1,8,,,,,,"",,,"",,
2019,124026386,112516380,1,4,,,,5,13,"M",1,1,"R",13,0
2019,124026387,112516381,1,4,,,,5,19,"F",1,2,"",19,0
2019,124026388,112516382,1,4,,,,5,26,"M",1,1,"R",26,0
2019,124026389,112516383,1,1,,,,,,"",,,"",,
2019,124026390,112516384,1,1,,,,,,"",,,"",,
2019,124026391,112516385,1,1,,,,,,"",,,"",,
2019,124026393,112516387,1,8,,,,,,"",,,"",,
2019,124033426,112513846,1,4,,,,5,26,"F",1,2,"R",26,0
2019,124026395,112516389,1,1,,,,,,"",,,"",,
2019,124026398,112516391,1,1,,,,,,"",,,"",,
2019,124026399,112516392,1,4,,,,5,18,"M",1,1,"R",18,0
2019,124026400,112516393,1,4,,,,5,73,"M",1,2,"R",73,0
2019,124026402,112516395,1,4,,,,5,13,"F",1,1,"R",13,0
2019,124026403,112516396,1,8,,,,,,"",,,"",,
2019,124026404,112516397,1,4,,,,5,18,"F",1,1,"R",18,0
2019,124026405,112516398,1,8,,,,,,"",,,"",,
2019,124026406,112516399,1,4,,,,5,36,"F",1,1,"R",36,0
2019,124026407,112516400,1,4,,,,5,27,"M",2,2,"R",27,0
2019,124026408,112516401,1,8,,,,,,"",,,"",,
2019,124026409,112516402,1,8,,,,,,"",,,"",,
2019,124026410,112516403,1,4,,,,5,74,"M",1,2,"R",74,0
2019,124026411,112516404,1,4,,,,5,4,"F",1,1,"N",4,0
2019,124033446,112513867,1,8,,,,,,"",,,"",,
2019,124026412,112516405,1,4,,,,5,40,"F",2,2,"R",40,0
2019,124026414,112516407,1,8,,,,,,"",,,"",,
2019,124026420,112516408,1,4,,,,5,52,"M",1,1,"R",52,0
2019,124026421,112516409,1,1,,,,,,"",,,"",,
2019,124026422,112516410,1,4,,,,5,34,"M",1,2,"R",34,0
2019,124033451,112513873,1,4,,,,5,24,"F",1,1,"R",24,0
2019,124026427,112516413,1,8,,,,,,"",,,"",,
2019,124026428,112516414,1,8,,,,,,"",,,"",,
2019,124026429,112516415,1,4,,,,5,30,"M",2,2,"R",30,0
2019,124026431,112516417,1,1,,,,,,"",,,"",,
2019,124026432,112516418,1,1,,,,,,"",,,"",,
2019,124026433,112516419,1,4,,,,5,24,"M",1,3,"R",24,0
2019,124026434,112516420,1,4,,,,5,70,"M",1,2,"N",70,0
2019,124026435,112516421,1,4,,,,5,33,"M",2,3,"R",33,0
2019,124026436,112516422,1,4,,,,5,32,"F",1,1,"R",32,0
2019,124029707,112516422,2,4,,,,5,40,"F",1,1,"R",40,0
2019,124026437,112516423,1,8,,,,,,"",,,"",,
2019,124026438,112516424,1,4,,,,5,46,"F",1,3,"R",46,0
2019,124026439,112516425,1,4,,,,5,25,"F",1,2,"R",25,0
2019,124026440,112516426,1,4,,,,5,20,"F",1,2,"R",20,0
2019,124026441,112516427,1,4,,,,5,86,"M",1,2,"R",86,0
2019,124026442,112516428,1,9,,,,,,"",,,"",,
2019,124026443,112516429,1,4,,,,5,18,"F",4,2,"R",18,0
2019,124026444,112516430,1,4,,,,5,25,"M",1,2,"R",25,0
2019,124026445,112516431,1,1,,,,,,"",,,"",,
2019,124026446,112516432,1,4,,,,5,78,"F",1,2,"R",78,0
2019,124026447,112516433,1,1,,,,,,"",,,"",,
2019,124029717,112510093,1,8,,,,,,"",,,"",,
2019,124026448,112516434,1,1,,,,,,"",,,"",,
2019,124026449,112516435,1,1,,,,,,"",,,"",,
2019,124026451,112516436,1,8,,,,,,"",,,"",,
2019,124026452,112513903,1,4,,,,5,26,"F",1,2,"R",26,0
2019,124026453,112516437,2,1,,,,,,"",,,"",,
2019,124026454,112516437,1,8,,,,,,"",,,"",,
2019,124026456,112516439,1,8,,,,,,"",,,"",,
2019,124026458,112516440,1,8,,,,,,"",,,"",,
2019,124033486,112513908,1,8,,,,,,"",,,"",,
2019,124026460,112516442,1,8,,,,,,"",,,"",,
2019,124026461,112516443,1,8,,,,,,"",,,"",,
2019,124026462,112516444,1,5,7,10,,5,54,"M",1,1,"R",54,0
2019,124033489,112516444,2,5,3,10,,5,27,"M",1,2,"R",27,0
2019,124026463,112516445,1,4,,,,5,13,"M",1,2,"R",13,0
2019,124026465,112516447,1,1,,,,,,"",,,"",,
2019,124026466,112516448,1,4,,,,5,50,"F",1,1,"R",50,0
2019,124026467,112516449,1,1,,,,,,"",,,"",,
2019,124026468,112516450,1,8,,,,,,"",,,"",,
2019,124026470,112516452,1,8,,,,,,"",,,"",,
2019,124026471,112516453,1,4,,,,5,28,"F",2,2,"R",28,0
2019,124026472,112516454,1,4,,,,5,12,"F",1,1,"R",12,0
2019,124026473,112516455,1,4,,,,5,4,"F",1,1,"",4,0
2019,124026474,112516456,2,4,,,,5,78,"M",1,2,"N",78,0
2019,124026475,112516456,1,4,,,,5,78,"F",1,2,"N",78,0
2019,124026477,112516458,1,4,,,,5,67,"M",1,2,"R",67,0
2019,124026478,112516459,1,4,,,,5,60,"F",1,2,"R",60,0
2019,124033505,112513924,1,8,,,,,,"",,,"",,
2019,124033507,112513926,1,4,,,,5,25,"M",1,1,"R",25,0
2019,124026480,112516461,1,4,,,,5,27,"F",1,1,"R",27,0
2019,124026482,112516463,1,8,,,,,,"",,,"",,
2019,124033511,112516464,1,4,,,,5,34,"M",1,2,"R",34,0
2019,124026484,112516465,1,4,,,,5,28,"F",1,3,"R",28,0
2019,124033513,112513932,1,1,,,,,,"",,,"",,
2019,124026485,112516466,2,1,,,,,,"",,,"",,
2019,124026486,112516466,1,8,,,,,,"",,,"",,
2019,124033518,112516467,1,4,,,,5,26,"M",1,1,"R",26,0
2019,124026487,112516468,1,8,,,,,,"",,,"",,
2019,124026488,112516469,1,8,,,,,,"",,,"",,
2019,124026489,112516470,1,8,,,,,,"",,,"",,
2019,124026490,112516471,1,1,,,,,,"",,,"",,
2019,124026491,112516472,1,4,,,,5,28,"M",1,2,"R",28,0
2019,124026492,112516473,1,4,,,,5,57,"M",1,2,"",57,0
2019,124026493,112516474,1,1,,,,,,"",,,"",,
2019,124026494,112516475,1,1,,,,,,"",,,"",,
2019,124026495,112516476,1,4,,,,5,24,"F",1,1,"R",24,0
2019,124026496,112516477,1,4,,,,5,25,"F",1,1,"R",25,0
2019,124026497,112516478,1,4,,,,5,28,"F",2,2,"",28,0
2019,124026498,112516479,1,4,,,,5,82,"M",1,2,"",82,0
2019,124026500,112516481,1,4,,,,5,36,"M",1,1,"R",36,0
2019,124026502,112516482,1,4,,,,5,21,"F",1,1,"",21,0
2019,124026501,112516482,2,1,,,,,,"",,,"",,
2019,124026504,112516484,1,8,,,,,,"",,,"",,
2019,124026505,112516485,1,8,,,,,,"",,,"",,
2019,124026507,112516487,1,4,,,,5,35,"F",1,1,"R",35,0
2019,124026508,112516488,1,4,,,,5,60,"M",2,2,"R",60,0
2019,124029772,112510147,1,8,,,,,,"",,,"",,
2019,124026509,112516489,1,4,,,,5,19,"F",1,2,"R",19,0
2019,124026510,112516490,1,1,,,,,,"",,,"",,
2019,124026511,112516491,1,4,,,,5,51,"F",0,3,"R",51,0
2019,124026512,112516492,1,9,,,,,,"",,,"",,
2019,124026513,112516492,2,3,,,,,,"",,,"",,
2019,124026514,112516493,1,4,,,,5,77,"M",1,2,"N",77,0
2019,124026515,112516494,1,4,,,,5,35,"F",1,2,"R",35,0
2019,124026516,112516495,1,5,7,4,,5,42,"F",2,2,"R",42,0
2019,124026517,112516496,1,4,,,,5,3,"F",0,3,"R",3,0
2019,124029782,112510155,1,8,,,,,,"",,,"",,
2019,124026518,112516497,1,8,,,,,,"",,,"",,
2019,124026519,112516498,1,4,,,,5,27,"M",1,1,"R",27,0
2019,124026520,112516498,2,4,,,,5,33,"F",1,3,"N",33,0
2019,124026521,112516499,1,1,,,,,,"",,,"",,
2019,124026522,112516500,1,4,,,,5,39,"F",1,2,"R",39,0
2019,124026523,112516501,1,4,,,,5,33,"M",2,2,"R",33,0
2019,124026524,112516502,1,4,,,,5,47,"F",1,2,"",47,0
2019,124026525,112516503,1,8,,,,,,"",,,"",,
2019,124026527,112516505,1,8,,,,,,"",,,"",,
2019,124026530,112516508,1,4,,,,5,60,"F",2,2,"R",60,0
2019,124026531,112516509,1,1,,,,,,"",,,"",,
2019,124026534,112516512,1,4,,,,5,24,"M",1,2,"R",24,0
2019,124026535,112516513,1,4,,,,5,24,"F",1,1,"R",24,0
2019,124026536,112516514,1,4,,,,5,35,"F",1,2,"R",35,0
2019,124026537,112516515,1,1,,,,,,"",,,"",,
2019,124026538,112516516,1,4,,,,5,22,"M",1,1,"R",22,0
2019,124026540,112516518,1,1,,,,,,"",,,"",,
2019,124026541,112516519,1,8,,,,,,"",,,"",,
2019,124026542,112516520,1,4,,,,5,22,"F",0,3,"R",22,0
2019,124026543,112516521,1,4,,,,5,38,"M",1,2,"R",38,0
2019,124033572,112513978,1,8,,,,,,"",,,"",,
2019,124026545,112516523,1,4,,,,5,14,"M",1,1,"",14,0
2019,124026547,112516524,1,4,,,,5,3,"U",0,3,"N",3,0
2019,124026548,112516525,1,8,,,,,,"",,,"",,
2019,124026551,112516526,1,8,,,,,,"",,,"",,
2019,124026550,112516526,2,4,,,,5,30,"M",1,1,"R",30,0
2019,124026554,112516527,1,8,,,,,,"",,,"",,
2019,124026552,112516527,3,4,,,,5,55,"F",1,1,"R",55,0
2019,124026553,112516527,2,4,,,,5,37,"F",1,1,"N",37,0
2019,124033578,112516527,4,4,,,,5,18,"F",1,1,"R",18,0
2019,124026555,112516528,1,4,,,,5,32,"F",1,2,"R",32,0
2019,124026556,112516529,1,4,,,,5,24,"M",4,2,"R",24,0
2019,124029811,112510186,1,8,,,,,,"",,,"",,
2019,124026557,112516530,1,4,,,,5,22,"M",1,1,"R",22,0
2019,124033585,112516531,1,1,,,,,,"",,,"",,
2019,124026559,112516533,1,8,,,,,,"",,,"",,
2019,124026564,112516536,1,1,,,,,,"",,,"",,
2019,124026565,112516537,1,8,,,,,,"",,,"",,
2019,124026566,112516538,1,8,,,,,,"",,,"",,
2019,124029826,112516539,1,4,,,,5,46,"M",1,2,"R",46,0
2019,124033599,112516540,2,4,,,,5,16,"M",1,1,"R",16,0
2019,124026567,112516540,1,4,,,,5,16,"M",1,1,"R",16,0
2019,124026568,112516541,1,4,,,,5,60,"F",0,3,"N",60,0
2019,124026569,112516542,1,8,,,,,,"",,,"",,
2019,124026571,112516544,1,4,,,,5,58,"M",1,2,"N",58,0
2019,124026572,112516545,1,4,,,,5,34,"F",1,2,"R",34,0
2019,124026573,112516546,1,1,,,,,,"",,,"",,
2019,124033606,112516547,1,4,,,,5,44,"M",1,2,"N",44,0
2019,124026574,112516548,1,1,,,,,,"",,,"",,
2019,124026575,112516549,1,8,,,,,,"",,,"",,
2019,124026576,112516550,1,4,,,,5,53,"F",1,2,"R",53,0
2019,124026577,112516551,1,4,,,,5,44,"F",1,2,"R",44,0
2019,124026578,112516552,1,8,,,,,,"",,,"",,
2019,124026579,112516553,1,4,,,,5,36,"F",1,1,"R",36,0
2019,123904671,112400779,1,4,,,,5,39,"M",1,1,"",39,0
2019,123904691,112403209,1,4,,,,5,61,"F",1,2,"R",61,0
2019,123908077,112403226,1,4,,,,5,58,"M",1,2,"",58,0
2019,123908089,112400814,1,8,,,,,,"",,,"",,
2019,123904739,112403266,1,4,,,,5,76,"M",1,2,"R",76,0
2019,123904945,112403431,1,1,,,,,,"",,,"",,
2019,123908324,112403447,1,4,,,,5,21,"M",1,2,"N",21,0
2019,123908325,112403447,2,4,,,,5,26,"M",1,1,"R",26,0
2019,123905004,112401042,1,4,,,,5,52,"F",1,2,"R",52,0
2019,123905001,112403481,1,8,,,,,,"",,,"",,
2019,123905015,112403488,1,4,,,,5,64,"F",1,2,"R",64,0
2019,123905016,112401050,1,4,,,,5,42,"F",1,2,"R",42,0
2019,123905019,112401053,1,4,,,,5,38,"F",1,2,"R",38,0
2019,123908405,112406073,1,4,,,,5,72,"M",1,2,"R",72,0
2019,123905038,112403513,1,4,,,,5,34,"F",1,1,"N",34,0
2019,123905046,112403521,1,4,,,,5,63,"F",1,2,"R",63,0
2019,123905049,112403521,2,4,,,,5,13,"F",2,2,"R",13,0
2019,123908416,112403526,1,8,,,,,,"",,,"",,
2019,123908446,112403552,1,4,,,,5,39,"F",1,2,"U",39,0
2019,123908456,112403564,1,4,,,,5,50,"M",1,2,"R",50,0
2019,123905083,112403569,1,1,,,,,,"",,,"",,
2019,123908471,112403578,1,3,,,,,,"",,,"",,
2019,123905096,112403585,1,4,,,,5,15,"F",1,1,"N",15,0
2019,123905110,112403598,1,4,,,,5,65,"F",1,2,"R",65,0
2019,123905115,112403602,1,8,,,,,,"",,,"",,
2019,123905149,112403641,1,8,,,,,,"",,,"",,
2019,123905151,112406167,1,4,,,,5,16,"F",2,2,"R",16,0
2019,123905163,112403652,1,4,,,,5,35,"M",1,1,"R",35,0
2019,123908563,112406195,1,1,,,,,,"",,,"",,
2019,123905185,112403672,1,4,,,,5,23,"F",1,2,"N",23,0
2019,123908574,112403679,1,4,,,,5,54,"F",1,2,"R",54,0
2019,123905194,112403679,2,4,,,,5,63,"M",1,1,"R",63,0
2019,123905203,112403692,1,1,,,,,,"",,,"",,
2019,123905225,112403712,1,4,,,,5,35,"M",1,2,"R",35,0
2019,123905241,112403728,1,8,,,,,,"",,,"",,
2019,123908646,112406259,1,1,,,,,,"",,,"",,
2019,124026580,112516554,1,4,,,,5,28,"F",2,2,"R",28,0
2019,124026582,112516555,2,4,,,,5,36,"M",1,2,"R",36,0
2019,124026581,112516555,1,4,,,,5,34,"F",1,2,"R",34,0
2019,124026583,112516555,3,2,,,,,,"",,,"",,
2019,124026584,112516556,1,4,,,,5,28,"F",1,1,"R",28,0
2019,124026585,112516557,1,8,,,,,,"",,,"",,
2019,124026586,112516558,1,4,,,,5,69,"F",1,2,"R",69,0
2019,124026587,112516559,1,8,,,,,,"",,,"",,
2019,124026588,112516560,1,4,,,,5,28,"F",1,3,"R",28,0
2019,124026589,112516561,1,9,,,,,,"",,,"",,
2019,124026590,112516562,1,8,,,,,,"",,,"",,
2019,124026591,112516563,1,8,,,,,,"",,,"",,
2019,124026592,112516564,1,1,,,,,,"",,,"",,
2019,124026593,112516565,1,4,,,,5,38,"F",1,1,"N",38,0
2019,124026594,112516566,1,4,,,,5,27,"M",1,2,"R",27,0
2019,124026595,112516567,1,4,,,,5,21,"M",1,1,"N",21,0
2019,124026596,112516568,1,4,,,,5,38,"F",4,2,"R",38,0
2019,124026598,112516570,1,4,,,,5,21,"M",1,2,"R",21,0
2019,124026599,112516571,1,4,,,,5,15,"M",1,1,"R",15,0
2019,124026600,112516572,1,1,,,,,,"",,,"",,
2019,124026601,112516573,1,4,,,,5,47,"M",1,2,"N",47,0
2019,124029201,112509629,1,4,,,,5,51,"F",1,1,"R",51,0
2019,124033198,112506040,1,4,,,,5,45,"M",2,2,"",45,0
2019,124026016,112506040,2,4,,,,5,26,"F",1,2,"",26,0
2019,124026025,112506048,1,8,,,,,,"",,,"",,
2019,124026029,112506053,1,1,,,,,,"",,,"",,
2019,124026035,112506059,1,4,,,,5,32,"F",1,1,"R",32,0
2019,124068013,112546208,1,4,,,,5,51,"F",1,3,"R",51,0
2019,124068014,112546209,1,4,,,,5,31,"M",1,3,"R",31,0
2019,124068015,112546210,1,4,,,,5,39,"F",1,2,"",39,0
2019,124068025,112546216,1,1,,,,,,"",,,"",,
2019,124068026,112546216,2,8,,,,,,"",,,"",,
2019,124068029,112546219,1,8,,,,,,"",,,"",,
2019,124068035,112546222,2,4,,,,5,74,"M",1,2,"",74,0
2019,124068037,112546222,7,4,,,,5,7,"F",1,2,"",7,0
2019,124068036,112546222,1,4,,,,5,83,"F",1,2,"",83,0
2019,124068038,112546222,6,1,,,,,,"",,,"",,
2019,124068034,112546222,3,4,,,,5,54,"M",1,1,"",54,0
2019,124068033,112546222,4,4,,,,5,54,"M",1,1,"",54,0
2019,124068032,112546222,5,4,,,,5,49,"M",1,2,"",49,0
2019,124073013,112551211,1,4,,,,5,13,"F",1,2,"R",13,0
2019,124063060,112541250,1,4,,,,5,5,"F",1,3,"R",5,0
2019,124068053,112546236,1,1,,,,,,"",,,"",,
2019,124068056,112546238,1,4,,,,5,39,"F",0,3,"R",39,0
2019,124068082,112546262,1,4,,,,5,35,"F",1,2,"R",35,0
2019,124068090,112546271,1,1,,,,,,"",,,"",,
2019,124073038,112551233,1,4,,,,5,28,"F",1,2,"N",28,0
2019,124068126,112546290,1,4,,,,5,64,"F",1,2,"R",64,0
2019,123904668,112403196,1,8,,,,,,"",,,"",,
2019,123904695,112403213,1,4,,,,5,34,"M",1,2,"R",34,0
2019,123904696,112400803,1,4,,,,5,21,"F",1,1,"",21,0
2019,123904717,112403239,1,4,,,,5,42,"M",1,2,"R",42,0
2019,123908087,112403239,2,4,,,,5,32,"F",1,1,"R",32,0
2019,131686852,120106802,1,8,,,,,,"",,,"",,
2019,131686858,120106808,1,4,,,,5,21,"M",1,1,"R",21,0
2019,131686871,120106821,1,4,,,,5,16,"M",1,1,"R",16,0
2019,131686875,120106826,1,4,,,,5,34,"F",1,1,"R",34,0
2019,131708374,120106827,2,4,,,,5,61,"M",1,2,"R",61,0
2019,131686876,120106827,1,4,,,,5,55,"F",1,2,"R",55,0
2019,131686877,120106828,1,4,,,,5,28,"F",3,2,"",28,0
2019,131686879,120106830,1,4,,,,5,65,"F",1,2,"R",65,0
2019,131686898,120106851,1,4,,,,5,28,"M",1,1,"R",28,0
2019,131686911,120106863,1,8,,,,,,"",,,"",,
2019,131686914,120106866,1,4,,,,5,39,"M",1,2,"R",39,0
2019,131686922,120106872,1,4,,,,5,57,"F",1,1,"R",57,0
2019,131686936,120106882,1,8,,,,,,"",,,"",,
2019,131686944,120106890,1,9,,,,,,"",,,"",,
2019,131686948,120106893,1,4,,,,5,40,"M",1,1,"R",40,0
2019,131686952,120106897,1,4,,,,5,52,"F",1,1,"R",52,0
2019,131686958,120106901,1,8,,,,,,"",,,"",,
2019,131686969,120106907,1,8,,,,,,"",,,"",,
2019,131686975,120106912,1,3,,,,,,"",,,"",,
2019,131686979,120106915,1,8,,,,,,"",,,"",,
2019,131686985,120106920,1,4,,,,5,35,"M",1,3,"U",35,0
2019,131686993,120106927,1,4,,,,5,20,"M",1,1,"R",20,0
2019,131708469,120106938,1,4,,,,5,31,"F",1,1,"R",31,0
2019,131687009,120106944,1,4,,,,5,39,"M",1,3,"R",39,0
2019,131687021,120106952,1,1,,,,,,"",,,"",,
2019,131708489,120111860,1,8,,,,,,"",,,"",,
2019,131687025,120111868,1,1,,,,,,"",,,"",,
2019,131687036,120106966,1,5,6,11,,4,,"M",1,3,"U",,
2019,131687037,120106967,1,3,,,,,,"",,,"",,
2019,131687038,120106968,1,1,,,,,,"",,,"",,
2019,131687041,120106971,1,4,,,,5,40,"M",1,2,"R",40,0
2019,131687049,120106976,1,4,,,,5,46,"F",1,1,"R",46,0
2019,131708524,120106976,2,4,,,,5,19,"M",1,1,"R",19,0
2019,131708523,120106976,3,4,,,,5,18,"F",1,1,"R",18,0
2019,131708538,120106985,1,4,,,,5,35,"M",1,3,"R",35,0
2019,131687070,120106995,1,4,,,,5,3,"M",1,1,"R",3,0
2019,131687076,120107000,1,1,,,,,,"",,,"",,
2019,131687087,120107009,1,8,,,,,,"",,,"",,
2019,131687089,120107011,1,4,,,,5,64,"F",1,1,"R",64,0
2019,131687093,120107015,1,4,,,,5,32,"F",1,1,"R",32,0
2019,131708577,120111942,1,4,,,,5,41,"M",1,2,"R",41,0
2019,131687126,120107044,2,8,,,,,,"",,,"",,
2019,131708605,120107044,1,1,,,,,,"",,,"",,
2019,131687135,120107053,1,4,,,,5,35,"F",1,1,"R",35,0
2019,131687136,120111984,1,4,,,,5,12,"M",1,2,"R",12,0
2019,131708627,120107061,1,4,,,,5,25,"M",1,2,"R",25,0
2019,131708633,120111996,1,1,,,,,,"",,,"",,
2019,131687165,120112000,1,8,,,,,,"",,,"",,
2019,131687176,120112010,1,4,,,,5,70,"F",1,1,"R",70,0
2019,131687277,120107190,1,1,,,,,,"",,,"",,
2019,131687284,120112094,1,1,,,,,,"",,,"",,
2019,131687298,120107208,1,4,,,,5,15,"F",1,2,"R",15,0
2019,131687328,120112118,1,4,,,,5,65,"M",1,2,"R",65,0
2019,131687351,120107254,1,1,,,,,,"",,,"",,
2019,131687360,120112142,1,4,,,,5,39,"F",1,2,"R",39,0
2019,131687371,120107276,1,4,,,,5,43,"M",1,1,"N",43,0
2019,131687373,120107278,1,4,,,,5,47,"M",1,1,"R",47,0
2019,131687392,120112180,1,4,,,,5,32,"F",1,3,"R",32,0
2019,131687428,120112203,1,1,,,,,,"",,,"",,
2019,131708882,120112221,1,3,,,,,,"",,,"",,
2019,131708886,120112227,1,3,,,,,,"",,,"",,
2019,131687482,120112243,1,4,,,,5,70,"M",1,2,"R",70,0
2019,131687505,120107381,1,4,,,,5,40,"F",1,1,"R",40,0
2019,131708943,120107403,1,4,,,,5,57,"M",0,2,"N",57,0
2019,131687570,120107443,1,4,,,,5,16,"M",1,3,"R",16,0
2019,131687574,120107445,1,8,,,,,,"",,,"",,
2019,131708994,120107449,1,8,,,,,,"",,,"",,
2019,131687593,120107465,1,4,,,,5,50,"F",2,3,"N",50,0
2019,131709028,120112354,1,1,,,,,,"",,,"",,
2019,131709039,120107492,1,4,,,,5,15,"M",1,3,"R",15,0
2019,131687646,120107512,1,4,,,,5,62,"M",1,1,"R",62,0
2019,131709093,120107534,1,4,,,,4,,"U",0,3,"",,
2019,131709110,120107548,1,4,,,,5,28,"M",1,1,"R",28,0
2019,131687697,120107563,1,8,,,,,,"",,,"",,
2019,131687707,120107573,1,4,,,,5,35,"M",1,1,"R",35,0
2019,131687722,120107585,1,8,,,,,,"",,,"",,
2019,131709175,120107625,1,8,,,,,,"",,,"",,
2019,131687804,120112506,1,1,,,,,,"",,,"",,
2019,131687814,120107669,1,4,,,,5,58,"F",1,1,"R",58,0
2019,131709203,120107675,1,4,,,,5,52,"F",0,3,"R",52,0
2019,131709218,120107689,1,4,,,,5,52,"F",0,3,"N",52,0
2019,131687855,120107711,1,4,,,,5,38,"M",1,2,"U",38,0
2019,131687875,120107730,1,4,,,,5,62,"F",1,3,"R",62,0
2019,131709249,120112556,1,4,,,,5,25,"F",1,1,"R",25,0
2019,131687897,120107748,1,8,,,,,,"",,,"",,
2019,131712919,120112573,2,4,,,,5,47,"F",1,3,"",47,0
2019,131712916,120112573,3,4,,,,5,50,"M",1,1,"R",50,0
2019,131709271,120112573,1,1,,,,,,"",,,"",,
2019,131709275,120112577,1,1,,,,,,"",,,"",,
2019,131712953,120107796,1,8,,,,,,"",,,"",,
2019,131712973,120107815,1,8,,,,,,"",,,"",,
2019,131712994,120107836,1,4,,,,4,,"F",0,3,"R",,
2019,131712996,120107836,2,8,,,,,,"",,,"",,
2019,131709303,120112603,1,1,,,,,,"",,,"",,
2019,131713031,120107863,1,1,,,,,,"",,,"",,
2019,131713046,120107876,1,4,,,,5,19,"M",1,1,"R",19,0
2019,131713050,120107880,1,4,,,,5,47,"F",1,2,"R",47,0
2019,131713089,120107912,1,4,,,,5,79,"M",1,3,"R",79,0
2019,131713099,120107921,1,4,,,,5,68,"F",1,1,"R",68,0
2019,131713114,120107938,1,1,,,,,,"",,,"",,
2019,131713121,120107943,1,8,,,,,,"",,,"",,
2019,131709349,120107962,1,8,,,,,,"",,,"",,
2019,131709353,120107968,1,4,,,,5,37,"M",1,2,"R",37,0
2019,131713151,120107968,3,1,,,,,,"",,,"",,
2019,131713150,120107968,2,4,,,,5,77,"M",1,2,"N",77,0
2019,131713162,120107983,1,1,,,,,,"",,,"",,
2019,131713230,120112714,1,4,,,,5,61,"F",0,3,"R",61,0
2019,131709439,120108048,1,4,,,,5,31,"F",1,2,"R",31,0
2019,131713248,120108059,1,4,,,,5,15,"M",1,2,"R",15,0
2019,131709471,120108078,1,4,,,,5,82,"F",1,3,"R",82,0
2019,131713274,120108086,1,4,,,,5,51,"F",1,1,"R",51,0
2019,131713339,120108143,3,4,,,,4,,"U",0,2,"U",,
2019,131709572,120108143,1,8,,,,,,"",,,"",,
2019,131713337,120108143,2,4,,,,5,46,"M",1,3,"U",46,0
2019,131713361,120112849,1,7,,,,,,"",,,"",,
2019,131709601,120108161,1,4,,,,5,10,"M",1,1,"R",10,0
2019,131713379,120108169,1,4,,,,5,48,"M",2,2,"R",48,0
2019,131713384,120112877,1,4,,,,5,52,"F",1,2,"R",52,0
2019,131713429,120108210,1,4,,,,5,46,"M",1,1,"R",46,0
2019,131713435,120108216,1,8,,,,,,"",,,"",,
2019,131713457,120108233,1,4,,,,5,4,"F",1,1,"R",4,0
2019,131709474,120112752,1,4,,,,5,40,"F",1,3,"R",40,0
2019,131708303,120111689,1,4,,,,5,24,"F",2,2,"R",24,0
2019,131686824,120106777,1,4,,,,5,14,"F",1,1,"R",14,0
2019,131686826,120106779,1,4,,,,5,57,"F",1,1,"",57,0
2019,131686827,120106780,1,9,,,,,,"",,,"",,
2019,131686846,120106797,2,1,,,,,,"",,,"",,
2019,131686847,120106797,1,8,,,,,,"",,,"",,
2019,131686855,120106805,1,4,,,,5,38,"F",1,1,"R",38,0
2019,131708361,120106818,1,8,,,,,,"",,,"",,
2019,131686872,120106822,1,8,,,,,,"",,,"",,
2019,131708390,120111760,2,4,,,,5,41,"F",1,1,"R",41,0
2019,131686887,120111760,1,8,,,,,,"",,,"",,
2019,131686891,120106845,1,4,,,,5,20,"M",1,1,"R",20,0
2019,131686896,120106850,1,4,,,,5,31,"F",1,1,"R",31,0
2019,131708412,120106868,1,4,,,,5,61,"M",1,1,"R",61,0
2019,131686923,120106873,2,4,,,,5,24,"M",1,1,"R",24,0
2019,131686924,120106873,1,4,,,,5,32,"M",1,1,"R",32,0
2019,131686947,120106892,1,4,,,,5,36,"F",1,2,"R",36,0
2019,131686961,120106902,1,4,,,,5,32,"M",1,2,"R",32,0
2019,131686960,120106902,2,4,,,,5,50,"F",1,2,"N",50,0
2019,131686959,120106902,3,4,,,,5,23,"F",1,2,"N",23,0
2019,131686968,120106906,1,4,,,,5,19,"M",1,1,"R",19,0
2019,131686977,120106914,1,4,,,,5,30,"F",1,2,"R",30,0
2019,131686987,120106922,1,1,,,,,,"",,,"",,
2019,131686992,120106926,1,4,,,,5,57,"M",1,1,"R",57,0
2019,131708667,120107134,1,6,,,,,,"",,,"",,
